#OTUId	01.AV555	02.AV604	03.AV612	04.AV650	05.AV717	06.AV718	07.AV770	08.AV782.2	09.AV791	10.AV794	11.AV833	12.AV967	13.AV968	14.AV971	15.AV972	16.AV974	17.AV996	18.AV551	19.AV572	20.AV580	21.AV586	22.AV589	23.AV590	24.AV591	25.AV598	26.AV608	27.AV609	28.AV610	29.AV611	30.AV802	31.AV521	32.AV527	33.AV541	34.AV542	35.AV543	36.AV567	37.AV568	38.AV570	39.AV571	40.AV579	41.AV803	42.AV814	43.AV583	44.AV584	45.AV587	46.AV588	47.AV596	48.AV597	49.AV816	50.AV817	51.AV863	52.AV864	53.AV865	54.AV866	taxonomy
ASV_1555	15	40	69	132	35	40	174	47	400	257	230	152	196	101	150	321	231	392	2	29	3	1	0	0	0	0	1	2	3	21	20	39	32	39	79	23	29	19	41	77	25	61	166	25	69	140	62	109	1	102	0	2	1	1	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_4085	52	18	29	50	29	66	15	23	12	13	89	1	90	14	46	7	6	21	19	5	3	1	32	1	8	0	14	18	0	15	0	8	0	8	9	15	28	21	37	14	44	35	0	11	3	41	2	11	12	33	7	4	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
ASV_2316	5	37	1	4	10	2	15	16	10	10	5	76	90	57	66	36	127	23	3	11	13	11	6	26	11	25	5	18	7	6	35	9	27	7	4	2	20	47	5	62	5	13	0	56	62	50	29	21	44	61	48	51	39	44	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2915	5	22	17	15	10	3	43	0	50	25	64	65	42	24	6	31	38	9	27	30	16	18	14	26	18	127	95	30	16	24	8	13	24	31	12	27	8	2	7	50	36	15	109	77	42	40	6	62	46	16	44	100	113	76	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;
ASV_1925	29	25	83	61	15	11	44	3	31	3	38	0	0	7	14	0	0	93	48	30	18	2	2	2	3	0	0	1	1	4	82	21	28	33	53	43	25	15	84	11	30	45	0	0	7	7	14	11	0	2	2	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3722	0	0	4	12	1	0	3	16	29	34	14	24	19	45	77	99	104	0	1	6	1	0	7	19	22	0	2	0	8	28	0	12	2	10	1	1	1	10	26	8	22	24	0	11	10	0	0	1	0	6	0	3	18	65	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1211	47	24	10	39	10	30	42	21	37	26	35	60	25	30	70	52	33	134	7	20	2	4	4	7	15	6	6	28	2	4	12	33	40	32	35	25	43	69	66	23	30	42	165	85	24	48	33	27	28	74	53	16	27	15	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_8166	2	7	41	3	3	86	4	0	7	9	1	14	15	2	3	2	4	104	7	7	5	8	8	5	5	5	5	6	1	1	6	5	9	3	1	1	5	5	12	13	13	20	20	11	16	3	11	6	7	17	5	7	6	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVb;
ASV_2795	1	4	29	0	0	0	6	0	0	0	20	80	3	14	36	220	30	0	7	1	1	0	10	9	5	0	1	0	32	9	0	21	0	36	0	5	2	15	43	2	52	43	0	36	25	0	0	0	0	4	0	4	19	8	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2699	0	1	0	13	95	0	4	30	4	0	46	24	1	0	0	0	2	2	21	8	2	68	3	0	1	14	34	0	9	38	0	0	0	0	2	5	4	4	6	0	3	30	0	1	0	0	1	1	0	241	129	17	9	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8839	0	1	0	1	0	0	0	0	0	1	1	5	7	0	0	3	8	0	0	0	3	0	2	1	1	3	9	0	7	2	0	39	0	1	5	0	0	0	11	6	0	0	3	152	17	0	1	43	1	1	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_7039	14	11	21	66	15	57	7	74	1	4	46	1	0	13	11	0	0	12	9	5	3	1	13	0	2	3	7	9	5	3	40	10	10	11	20	1	2	4	8	0	12	4	6	0	6	30	39	28	0	0	0	0	13	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;
ASV_18112	30	0	143	5	10	9	1	0	6	8	5	10	11	17	2	10	7	6	5	9	4	9	2	5	3	8	3	6	3	1	6	5	5	7	3	5	4	4	12	1	2	9	10	6	8	4	4	6	7	11	12	10	22	7	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_6091	36	0	142	1	9	148	0	0	0	0	10	0	0	0	3	2	0	23	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_6193	0	3	22	0	0	0	9	0	0	0	10	47	3	13	14	101	9	0	4	2	1	0	13	8	2	0	0	0	11	13	0	12	0	28	0	3	0	0	12	1	18	15	0	21	10	1	0	0	0	4	0	1	19	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5560	1	24	0	1	0	12	30	1	50	10	2	51	62	33	35	63	5	92	5	31	10	23	13	11	13	41	17	20	12	13	21	46	21	11	7	18	37	40	25	66	32	68	96	49	37	45	9	28	29	107	33	12	43	25	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1974	0	0	0	16	0	0	1	44	102	87	1	48	54	120	230	180	205	1	5	3	1	0	4	58	62	0	0	0	6	71	1	0	2	3	3	1	1	12	74	7	32	67	0	4	16	0	0	3	2	2	0	0	13	142	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3980	1	0	0	10	0	1	23	2	20	48	68	4	0	3	8	0	1	19	87	76	4	60	49	7	12	49	43	21	12	36	9	15	12	26	14	22	28	12	6	31	45	10	0	43	23	17	2	10	1	0	0	9	19	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_14235	1	1	1	0	2	2	1	3	2	1	0	1	0	1	1	0	0	1	0	1	1	6	2	1	1	0	0	4	2	1	0	1	5	2	2	0	0	3	0	0	5	5	2	0	0	0	1	1	0	2	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_7565	69	38	24	42	24	53	29	43	17	17	92	4	15	0	27	0	6	98	29	2	2	16	9	8	3	14	12	63	23	10	36	7	1	3	18	17	18	38	89	3	28	47	0	10	30	25	29	16	0	1	7	9	22	12	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_3888	1	1	3	0	5	2	4	11	14	3	4	12	12	1	34	35	9	4	3	6	5	7	1	9	11	92	12	13	4	10	2	6	2	3	2	5	0	3	8	7	7	3	16	6	7	1	0	1	90	12	24	45	4	18	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_2831	0	0	5	4	0	0	6	20	49	52	9	39	35	65	87	111	85	4	4	1	3	2	5	40	27	1	2	0	13	34	0	9	0	12	3	0	2	11	32	9	30	34	0	22	16	0	2	3	1	3	0	1	13	67	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1153	2	2	25	21	4	0	10	68	168	167	36	198	112	224	501	565	413	11	18	10	4	3	18	106	92	0	1	1	39	133	1	35	6	59	5	9	9	37	129	19	110	137	0	48	58	1	5	4	0	6	4	6	56	263	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4367	1	3	18	0	0	0	4	0	0	0	16	82	1	11	26	143	20	0	1	3	2	0	4	1	2	0	0	0	25	13	0	24	0	42	1	1	1	9	23	2	35	29	0	23	32	0	0	0	0	1	0	0	11	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_826	4	8	0	2	0	0	12	5	0	0	0	36	54	34	57	114	32	4	24	43	3	49	42	15	36	37	87	41	32	14	19	59	33	43	15	38	36	12	40	52	53	21	60	48	71	65	57	35	34	29	28	23	25	47	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
ASV_2413	3	11	6	6	38	26	33	18	6	6	27	5	6	3	30	2	1	114	18	29	4	5	8	7	0	6	13	13	11	37	13	22	36	26	4	36	31	14	59	11	25	35	19	19	38	7	3	20	4	7	37	8	20	10	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_5300	25	28	52	41	31	67	13	34	9	7	66	4	4	3	4	1	0	42	2	0	7	9	1	0	0	1	1	10	0	15	1	4	1	2	20	7	4	6	1	0	9	3	1	2	0	0	1	0	0	0	0	0	0	5	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;
ASV_15991	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	9	1	2	1	4	1	3	8	0	0	0	0	0	2	2	4	7	1	2	2	0	1	1	4	5	20	3	3	4	1	0	3	0	6	4	1	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;
ASV_14647	0	4	144	53	34	85	0	0	3	2	2	0	0	0	0	1	0	109	70	0	1	1	1	0	0	0	0	2	0	1	24	1	0	1	26	8	1	1	91	0	2	1	0	0	0	5	3	1	0	0	0	0	0	0	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;;
ASV_8027	10	2	3	8	3	1	5	13	1	1	4	33	38	0	3	2	55	4	1	13	3	10	0	4	7	41	12	6	8	14	1	5	1	13	3	6	9	2	14	25	172	0	9	8	4	1	2	7	6	1	9	23	57	38	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5349	6	58	25	13	0	1	6	1	0	0	0	1	1	0	0	1	0	0	10	4	1	13	1	84	0	0	5	28	43	3	2	0	0	0	3	4	12	27	17	7	5	1	24	2	8	0	0	0	0	0	0	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3651	6	28	7	11	5	1	26	1	39	23	35	7	14	6	10	92	20	7	1	16	5	25	22	21	12	2	8	28	11	7	0	27	16	12	2	8	26	18	8	16	9	14	3	19	1	11	16	4	17	81	22	72	25	52	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4026	2	0	0	14	0	2	27	4	33	53	76	2	0	1	16	1	0	20	85	89	4	56	61	16	9	58	44	43	17	44	9	27	8	34	13	31	26	13	4	24	67	20	6	39	28	10	7	6	0	1	0	3	19	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_6248	0	0	0	0	632	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	88	1137	28	36	8	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2909	0	4	30	1	0	2	1	2	3	2	1	43	33	39	33	88	3	0	13	3	3	7	4	29	54	6	3	0	2	7	33	68	1	6	6	4	0	0	0	17	10	4	89	38	15	12	0	1	15	1	5	4	1	89	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2256	1	1	11	8	1	0	2	22	63	45	8	63	44	68	128	140	127	3	4	5	2	0	8	33	19	0	2	0	14	31	1	11	1	14	0	3	4	15	47	8	32	47	0	26	20	1	2	1	0	0	1	0	21	79	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_855	0	1	0	6	0	1	7	6	109	57	3	73	105	3	0	25	86	9	0	7	4	10	1	17	21	27	5	1	0	5	39	2	18	43	8	30	3	2	16	4	155	147	5	3	16	12	1	3	281	53	134	58	23	69	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_7346	7	5	6	20	1	2	31	5	29	45	4	13	87	56	29	80	16	5	16	8	1	69	9	27	38	64	19	24	22	28	0	14	3	22	6	2	12	1	45	32	8	1	67	9	22	8	1	48	59	11	0	19	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;
ASV_14085	4	7	22	1	14	13	0	1	15	12	14	1	2	5	7	21	31	1	1	1	4	3	2	0	0	1	5	3	0	1	3	0	3	2	0	6	0	1	2	0	6	1	0	6	3	4	4	7	1	0	2	4	0	4	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_13767	20	13	66	25	35	41	0	0	0	0	91	0	0	0	0	0	1	123	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	30	5	1	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;
ASV_1077	7	1	7	10	74	0	223	9	3	6	7	213	113	3	456	726	1	162	0	12	2	11	1	123	7	34	24	6	82	99	5	3	0	8	4	1	0	26	21	26	6	3	5	7	61	59	16	79	11	210	15	47	23	41	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_19368	5	1	4	3	3	2	10	3	3	3	3	2	0	1	10	0	9	7	6	12	2	17	2	3	5	6	5	11	10	9	4	2	11	4	1	2	6	2	8	6	6	16	8	5	6	11	8	3	3	0	4	1	2	6	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_8085	0	5	1	11	0	1	0	1	1	1	0	0	0	2	0	0	1	2	6	2	1	1	4	5	8	10	12	4	5	2	5	0	3	0	0	10	0	1	3	1	0	4	0	0	2	45	81	40	44	2	0	19	2	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_1294	23	34	1	36	6	10	143	11	174	126	52	73	111	39	103	0	132	123	71	39	2	20	25	2	1	2	1	20	22	0	47	27	21	110	70	49	49	88	88	24	0	73	0	79	77	152	9	32	0	118	41	26	57	23	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_7007	0	1	0	0	0	0	0	2	0	0	0	0	14	20	26	111	2	1	1	5	1	0	0	0	1	0	0	0	1	0	8	1	21	0	5	3	0	0	0	6	4	29	0	0	5	37	16	3	0	34	42	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2666	0	7	19	1	0	1	0	5	0	4	2	41	27	29	50	67	3	4	12	9	2	8	4	21	38	4	3	1	0	16	35	60	2	6	1	10	2	3	0	14	7	4	85	33	10	11	2	1	8	0	5	3	2	88	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9658	1	14	19	3	8	13	7	5	20	16	14	0	7	8	7	19	61	4	4	1	3	3	4	1	0	5	2	7	1	0	7	0	0	3	2	1	6	1	1	0	4	1	0	2	3	5	3	3	0	1	0	0	2	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;;
ASV_3940	0	0	0	0	0	0	0	0	3	1	0	9	7	50	108	4	62	0	4	6	1	2	1	5	2	13	0	2	2	0	8	1	1	1	2	0	5	12	0	13	8	1	41	14	18	6	0	22	33	0	25	3	0	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1759	152	4	847	3	58	885	0	0	1	0	61	2	4	10	10	7	5	153	10	0	3	16	0	0	1	0	0	0	1	0	0	0	4	3	0	0	0	1	2	0	4	4	0	0	2	0	0	2	0	0	1	0	0	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_585	1	9	1	4	0	0	14	1	1	3	8	47	61	39	70	126	44	10	14	71	1	40	69	17	41	52	75	64	37	17	37	65	49	41	18	39	38	16	41	71	73	25	74	54	63	72	62	30	43	30	45	35	44	68	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;
ASV_8219	0	0	0	0	241	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	37	331	7	12	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2040	58	3	346	1	28	400	0	0	0	1	25	1	0	5	1	2	0	39	3	0	1	3	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_3726	0	0	0	12	45	0	7	21	1	2	24	16	1	0	0	0	0	1	12	3	1	54	4	1	0	10	28	3	6	26	3	0	0	1	0	6	0	1	9	1	2	12	0	1	1	0	1	1	0	167	106	25	9	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_364	118	63	18	77	27	77	68	19	65	52	39	86	30	33	105	81	63	213	16	38	1	8	20	15	27	14	15	42	3	18	20	42	41	46	42	38	89	84	93	35	45	93	255	176	51	105	53	26	29	138	104	38	47	30	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_2489	4	4	38	0	0	0	8	0	0	1	13	96	3	21	38	222	33	1	2	2	3	1	7	16	4	0	0	0	37	22	0	38	0	46	0	7	2	11	33	0	44	39	0	28	31	0	2	1	0	4	0	0	19	12	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3466	4	2	4	5	1	1	7	6	7	5	0	5	16	3	8	12	11	6	6	15	1	9	22	10	103	1	3	4	1	10	13	2	7	19	9	1	5	2	8	64	11	26	1	28	4	3	43	8	64	76	26	23	24	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6852	0	7	0	7	0	0	1	1	2	3	0	0	0	0	0	0	0	0	3	2	1	0	0	2	30	5	13	1	2	3	5	0	3	1	0	11	0	0	1	8	0	0	0	0	1	43	81	52	50	1	0	24	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
ASV_3354	48	26	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	61	23	13	1	3	2	51	1	55	54	48	41	0	26	0	0	0	5	10	54	43	41	28	11	6	36	30	31	25	1	0	0	1	37	24	37	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9920	3	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	14	1	0	0	0	0	0	0	0	0	0	0	4	74	0	0	0	0	3	10	3	436	0	8	112	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_14844	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	2	0	107	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_2445	10	10	0	20	1	4	46	2	74	53	13	29	39	19	30	0	42	39	26	17	0	2	6	1	0	1	0	6	6	0	16	13	6	38	28	17	18	33	28	5	0	26	0	32	37	51	2	14	0	47	10	11	19	8	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;
ASV_4433	2	1	2	0	11	23	4	0	61	30	10	57	27	0	20	16	368	28	5	9	0	1	3	8	4	0	4	29	3	21	43	0	3	13	3	9	2	3	60	22	18	16	17	5	20	1	8	11	37	18	0	3	2	30	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9880	3	0	0	0	0	0	0	1	0	0	0	5	78	30	0	0	0	0	0	7	0	1	0	11	4	2	0	0	1	0	8	0	0	33	0	0	1	0	16	8	0	2	0	0	20	3	0	1	23	4	21	4	2	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_6064	0	0	0	0	0	0	0	0	1	1	0	13	250	85	0	0	0	0	1	8	0	1	2	45	17	0	1	0	7	0	21	4	0	100	1	13	2	1	54	34	0	2	0	0	63	0	0	2	74	9	30	6	9	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4273	4	0	4	79	1	6	1	8	43	38	53	32	14	1	13	6	14	28	0	7	0	0	0	0	0	0	0	0	0	15	0	19	26	12	34	19	21	11	37	94	23	36	137	9	46	105	32	66	0	15	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_7245	0	1	3	0	5	11	1	0	24	8	0	15	9	0	8	1	103	5	2	1	0	3	1	2	1	0	1	8	1	5	23	0	0	3	1	4	2	0	23	7	5	5	6	4	6	0	1	5	14	5	0	2	0	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_20804	71	8	68	0	5	116	0	20	0	0	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	16	9	22	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
ASV_9318	0	0	0	0	1	8	3	0	17	8	1	20	6	0	6	3	120	6	0	2	0	1	0	0	0	0	1	12	0	5	16	0	2	4	0	2	2	0	18	3	3	5	5	2	6	1	1	1	10	1	0	1	0	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4529	5	17	34	33	7	10	28	7	107	52	51	34	49	34	50	60	55	86	0	1	0	0	0	0	0	0	0	0	0	9	6	8	4	4	13	6	7	5	10	11	7	20	44	14	9	40	11	30	0	30	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_5916	18	1	34	19	21	35	11	13	15	7	44	20	23	31	65	53	42	166	0	0	0	2	1	0	2	22	5	3	0	0	10	21	10	1	3	16	9	16	17	11	16	13	41	64	18	36	11	33	0	7	2	0	23	1	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;
ASV_3961	10	14	30	61	10	17	49	9	104	86	54	57	80	36	39	75	68	129	0	7	0	0	0	0	0	0	0	2	0	5	3	8	7	13	17	6	9	2	15	30	5	12	33	9	27	40	34	27	0	30	0	0	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_3863	4	21	29	50	9	15	80	13	106	86	74	52	62	32	65	94	74	132	1	5	0	0	0	0	0	0	0	0	2	8	11	5	8	19	19	4	10	6	14	25	7	19	48	10	18	46	16	28	0	32	0	4	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_2199	2	1	1	4	20	0	66	3	1	1	0	67	28	2	134	180	0	41	0	3	0	2	0	34	2	5	6	4	22	33	0	0	0	5	0	1	0	2	7	14	4	2	2	2	13	16	3	23	2	55	9	10	10	13	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_5058	4	17	27	36	6	8	37	11	78	62	50	29	50	26	20	71	55	104	0	2	0	0	0	0	0	0	0	1	0	2	2	14	3	11	17	6	15	1	8	29	5	16	33	6	14	34	11	25	0	26	0	2	0	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_2176	0	1	0	31	102	0	6	33	7	6	42	26	0	0	0	2	2	0	16	4	0	64	4	0	1	23	41	1	10	38	3	1	2	4	1	5	3	1	17	1	6	28	0	1	1	0	1	2	0	316	171	39	14	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_1650	1	2	1	6	31	0	72	3	0	6	1	72	31	1	141	214	3	56	0	1	0	4	0	50	7	8	3	4	36	21	2	1	0	4	0	0	0	7	5	7	2	3	1	3	15	33	9	23	0	81	7	15	14	16	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_15476	0	118	50	11	40	9	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	99	0	0	0	0	11	0	0	1	12	0	0	2	0	0	0	0	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia/Shigella;
ASV_5042	18	14	20	55	12	13	61	15	143	80	100	75	111	40	71	134	128	113	0	3	0	0	0	0	0	0	0	0	2	0	0	8	9	8	14	13	14	7	8	43	24	12	116	28	37	85	16	41	0	26	0	1	1	0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;
ASV_4046	2	0	1	3	11	0	63	0	0	0	3	23	19	2	85	116	0	42	0	1	0	1	0	23	0	5	4	1	18	16	0	1	0	6	1	0	0	1	3	7	0	2	0	1	8	9	1	19	3	33	4	10	5	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_9715	0	0	1	0	0	1	4	0	197	73	0	15	70	1	0	38	30	6	0	1	0	0	0	0	2	0	0	0	0	0	1	24	0	26	0	3	0	0	3	14	3	5	30	0	0	1	6	5	45	127	51	0	2	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_3422	55	0	229	0	14	260	0	0	0	0	13	0	0	1	2	3	0	44	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
ASV_4236	0	0	0	19	42	0	3	6	0	0	17	8	0	0	0	0	1	0	7	3	0	61	3	0	0	17	27	1	1	10	3	1	0	5	0	1	0	0	3	1	2	19	1	0	0	0	0	0	0	93	42	8	3	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_11465	0	0	1	0	0	1	3	0	73	28	0	6	16	0	0	14	13	2	1	0	0	0	0	0	1	0	0	0	0	0	0	8	0	7	1	2	0	0	2	7	1	2	13	1	0	0	2	1	23	36	25	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;
ASV_9242	1	0	0	0	0	4	6	0	212	70	0	9	52	2	0	48	29	11	1	1	0	0	0	0	0	0	0	0	1	1	3	24	0	18	0	1	0	0	3	18	1	5	33	0	0	0	3	1	51	153	66	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;
ASV_5626	0	0	0	0	0	0	0	0	0	0	0	0	18	30	18	112	1	0	0	2	0	0	3	0	3	0	0	0	0	0	3	2	13	2	6	6	0	2	1	0	6	21	0	0	2	32	13	1	0	31	29	2	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
ASV_4204	2	1	2	6	12	0	43	2	0	0	0	30	27	1	92	131	1	31	0	2	0	1	1	17	2	4	8	4	20	26	2	0	0	3	1	3	0	5	6	8	2	0	1	1	11	15	4	22	0	38	6	7	6	9	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
